"site_id","site_index","observer_id","training_observer","observer_index","year","lat","long"
2001,1,1000145,TRUE,381,1982,34.868688,-87.6041417
2001,1,1000145,TRUE,381,1983,34.868688,-87.6041417
2001,1,1000145,TRUE,381,1984,34.868688,-87.6041417
2001,1,1000145,TRUE,381,1985,34.868688,-87.6041417
2001,1,1000145,TRUE,381,1986,34.868688,-87.6041417
2001,1,1000145,TRUE,381,1987,34.868688,-87.6041417
2001,1,1000145,TRUE,381,1988,34.868688,-87.6041417
2001,1,1000145,TRUE,381,1989,34.868688,-87.6041417
2001,1,1000145,TRUE,381,1991,34.868688,-87.6041417
2001,1,1000145,TRUE,381,1992,34.868688,-87.6041417
2001,1,1000145,TRUE,381,1993,34.868688,-87.6041417
2001,1,1000145,TRUE,381,1994,34.868688,-87.6041417
2001,1,1000145,TRUE,381,1996,34.868688,-87.6041417
2001,1,1000145,TRUE,381,1997,34.868688,-87.6041417
2001,1,1000145,TRUE,381,1998,34.868688,-87.6041417
2001,1,1000145,TRUE,381,1999,34.868688,-87.6041417
2001,1,1000145,TRUE,381,2000,34.868688,-87.6041417
2001,1,1040624,TRUE,788,2001,34.868688,-87.6041417
2001,1,1040624,TRUE,788,2002,34.868688,-87.6041417
2001,1,1040624,TRUE,788,2003,34.868688,-87.6041417
2001,1,1040624,TRUE,788,2004,34.868688,-87.6041417
2001,1,1040624,TRUE,788,2005,34.868688,-87.6041417
2001,1,1040624,TRUE,788,2006,34.868688,-87.6041417
2001,1,1040624,TRUE,788,2007,34.868688,-87.6041417
2001,1,1040624,TRUE,788,2008,34.868688,-87.6041417
2001,1,1040624,TRUE,788,2009,34.868688,-87.6041417
2001,1,1040624,TRUE,788,2010,34.868688,-87.6041417
2001,1,1040624,TRUE,788,2011,34.868688,-87.6041417
2001,1,1040624,TRUE,788,2012,34.868688,-87.6041417
2001,1,1040624,TRUE,788,2013,34.868688,-87.6041417
2007,2,1020117,TRUE,500,1982,34.8680404,-86.2030371
2007,2,1020117,TRUE,500,1983,34.8680404,-86.2030371
2007,2,1020117,TRUE,500,1984,34.8680404,-86.2030371
2007,2,1020117,TRUE,500,1985,34.8680404,-86.2030371
2007,2,1020117,TRUE,500,1986,34.8680404,-86.2030371
2007,2,1020117,TRUE,500,1987,34.8680404,-86.2030371
2007,2,1020117,TRUE,500,1988,34.8680404,-86.2030371
2007,2,1020117,TRUE,500,1989,34.8680404,-86.2030371
2007,2,1020117,TRUE,500,1990,34.8680404,-86.2030371
2007,2,1020117,TRUE,500,1991,34.8680404,-86.2030371
2007,2,1020117,TRUE,500,1992,34.8680404,-86.2030371
2007,2,1020117,TRUE,500,1993,34.8680404,-86.2030371
2007,2,1020117,TRUE,500,1994,34.8680404,-86.2030371
2007,2,1020117,TRUE,500,1995,34.8680404,-86.2030371
2007,2,1020117,TRUE,500,1996,34.8680404,-86.2030371
2007,2,1020117,TRUE,500,1997,34.8680404,-86.2030371
2007,2,1020117,TRUE,500,1998,34.8680404,-86.2030371
2007,2,1020117,TRUE,500,1999,34.8680404,-86.2030371
2007,2,1020117,TRUE,500,2000,34.8680404,-86.2030371
2007,2,1020117,TRUE,500,2001,34.8680404,-86.2030371
2007,2,1020117,TRUE,500,2002,34.8680404,-86.2030371
2007,2,1020117,TRUE,500,2003,34.8680404,-86.2030371
2007,2,1020117,TRUE,500,2004,34.8680404,-86.2030371
2007,2,1020117,TRUE,500,2006,34.8680404,-86.2030371
2007,2,1020117,TRUE,500,2007,34.8680404,-86.2030371
