"V1","V2"
602,22
603,22
604,22
605,22
606,22
607,22
608,22
609,22
610,22
611,22
612,22
613,22
614,22
615,22
616,22
617,22
618,22
619,22
620,22
621,22
622,22
623,22
624,22
625,22
626,22
627,22
628,23
629,23
630,23
631,23
632,23
633,23
634,23
635,23
636,23
637,23
638,23
639,23
640,23
641,23
642,23
643,23
644,23
645,23
646,23
647,23
648,23
649,23
650,23
651,23
652,23
653,23
654,23
655,23
656,23
657,23
658,24
659,24
660,24
661,24
662,24
663,24
664,24
665,24
666,24
667,24
668,24
669,24
670,24
671,24
672,24
673,24
674,24
675,24
676,24
677,24
678,24
679,24
680,24
681,24
682,24
683,24
684,24
685,24
686,25
687,25
688,25
689,25
690,25
691,25
692,25
693,25
694,25
695,25
696,25
697,25
698,25
699,25
700,25
701,25
702,25
703,25
704,25
705,25
706,25
707,25
708,25
709,25
710,25
711,25
712,25
713,25
714,25
715,25
716,25
717,25
718,26
719,26
720,26
721,26
722,26
723,26
724,26
725,26
726,26
727,26
728,26
729,26
730,26
731,26
732,26
733,26
734,26
735,26
736,26
737,26
738,26
739,26
740,26
741,26
742,26
743,26
744,26
745,26
746,26
747,26
748,27
749,27
750,27
751,27
752,27
753,27
754,27
755,27
756,27
757,27
758,27
759,27
760,27
761,27
762,27
763,27
764,27
765,27
766,27
767,27
768,27
769,27
770,27
771,27
772,27
773,27
774,27
775,27
776,27
777,27
778,27
779,27
780,28
781,28
782,28
783,28
784,28
785,28
786,28
787,28
788,28
789,28
790,28
791,28
792,28
793,28
794,28
795,28
796,28
797,28
798,28
799,28
800,28
801,28
802,28
803,28
804,28
805,28
806,28
807,28
808,28
809,29
810,29
811,29
812,29
813,29
814,29
815,29
816,29
817,29
818,29
819,29
820,29
821,29
822,29
823,29
824,29
825,29
826,29
827,29
828,29
829,29
830,29
831,29
832,29
833,29
834,29
835,29
836,29
837,29
838,29
839,29
840,30
841,30
842,30
843,30
844,30
845,30
846,30
847,30
848,30
849,30
850,30
851,30
852,30
853,30
854,30
855,30
856,30
857,30
858,30
859,30
860,30
861,30
862,30
863,30
864,30
865,30
866,30
867,31
868,31
869,31
870,31
871,31
872,31
873,31
874,31
875,31
876,31
877,31
878,31
879,31
880,31
881,31
882,31
883,31
884,31
885,31
886,31
887,31
888,31
889,31
890,31
891,31
892,32
893,32
894,32
895,32
896,32
897,32
898,32
899,32
900,32
901,32
902,32
903,32
904,32
905,32
906,32
907,32
908,32
909,32
910,32
911,32
912,32
913,32
914,32
915,32
916,32
917,32
918,33
919,33
920,33
921,33
922,33
923,33
924,33
925,33
926,33
927,33
928,33
929,33
930,33
931,33
932,33
933,33
934,33
935,33
936,33
937,33
938,33
939,33
940,33
941,33
942,33
943,33
944,33
945,33
946,34
947,34
948,34
949,34
950,34
951,34
952,34
953,34
954,34
955,34
956,34
957,34
958,34
959,34
960,34
961,34
962,34
963,34
964,34
965,34
966,34
967,34
968,34
969,34
970,34
971,35
972,35
973,35
974,35
975,35
976,35
977,35
978,35
979,35
980,35
981,35
982,35
983,35
984,35
985,35
986,35
987,35
988,35
989,35
990,35
991,35
992,35
993,35
994,35
995,35
996,36
997,36
998,36
999,36
1000,36
1001,36
1002,36
1003,36
1004,36
1005,36
1006,36
1007,36
1008,36
1009,36
1010,36
1011,36
1012,36
1013,36
1014,36
1015,36
1016,36
1017,36
1018,36
1019,36
1020,36
1021,37
1022,37
1023,37
1024,37
1025,37
1026,37
1027,37
1028,37
1029,37
1030,37
1031,37
1032,37
1033,37
1034,37
1035,37
1036,37
1037,37
1038,37
1039,37
1040,37
1041,37
1042,37
1043,37
1044,37
1045,37
1046,37
1047,37
1048,37
1049,37
1050,37
1051,38
1052,38
1053,38
1054,38
1055,38
1056,38
1057,38
1058,38
1059,38
1060,38
1061,38
1062,38
1063,38
1064,38
1065,38
1066,38
1067,38
1068,38
1069,38
1070,38
1071,38
1072,38
1073,38
1074,38
1075,38
1076,38
1077,38
1078,38
1079,39
1080,39
1081,39
1082,39
1083,39
1084,39
1085,39
1086,39
1087,39
1088,39
1089,39
1090,39
1091,39
1092,39
1093,39
1094,39
1095,39
1096,39
1097,39
1098,39
1099,39
1100,39
1101,39
1102,39
1103,39
1104,39
1105,39
1106,40
1107,40
1108,40
1109,40
1110,40
1111,40
1112,40
1113,40
1114,40
1115,40
1116,40
1117,40
1118,40
1119,40
1120,40
1121,40
1122,40
1123,40
1124,40
1125,40
1126,40
1127,40
1128,40
1129,40
1130,40
1131,40
1132,40
1133,40
1134,40
1135,41
1136,41
1137,41
1138,41
1139,41
1140,41
1141,41
1142,41
1143,41
1144,41
1145,41
1146,41
1147,41
1148,41
1149,41
1150,41
1151,41
1152,41
1153,41
1154,41
1155,41
1156,41
1157,41
1158,41
1159,41
1160,41
1161,41
1162,41
1163,41
1164,41
1165,41
1166,41
1167,42
1168,42
1169,42
1170,42
1171,42
1172,42
1173,42
1174,42
1175,42
1176,42
1177,42
1178,42
1179,42
1180,42
1181,42
1182,42
1183,42
1184,42
1185,42
1186,42
1187,42
1188,42
1189,42
1190,42
1191,42
1192,42
1193,42
1194,43
1195,43
1196,43
1197,43
1198,43
1199,43
1200,43
1201,43
1202,43
1203,43
1204,43
1205,43
1206,43
1207,43
1208,43
1209,43
1210,43
1211,43
1212,43
1213,43
1214,43
1215,43
1216,43
1217,43
1218,43
1219,44
1220,44
1221,44
1222,44
1223,44
1224,44
1225,44
1226,44
1227,44
1228,44
1229,44
1230,44
1231,44
1232,44
1233,44
1234,44
1235,44
1236,44
1237,44
1238,44
1239,44
1240,44
1241,44
1242,44
1243,44
1244,44
1245,44
1246,44
1247,45
1248,45
1249,45
1250,45
1251,45
1252,45
1253,45
1254,45
1255,45
1256,45
1257,45
1258,45
1259,45
1260,45
1261,45
1262,45
1263,45
1264,45
1265,45
1266,45
1267,45
1268,45
1269,45
1270,45
1271,45
1272,45
1273,45
1274,45
1275,45
1276,45
1277,45
1278,45
1279,46
1280,46
1281,46
1282,46
1283,46
1284,46
1285,46
1286,46
1287,46
1288,46
1289,46
1290,46
1291,46
1292,46
1293,46
1294,46
1295,46
1296,46
1297,46
1298,46
1299,46
1300,46
1301,46
1302,46
1303,46
1304,46
1305,46
1306,46
1307,46
1308,46
1309,46
1310,46
1311,47
1312,47
1313,47
1314,47
1315,47
1316,47
1317,47
1318,47
1319,47
1320,47
1321,47
1322,47
1323,47
1324,47
1325,47
1326,47
1327,47
1328,47
1329,47
1330,47
1331,47
1332,47
1333,47
1334,47
1335,47
1336,47
1337,47
1338,47
1339,47
1340,48
1341,48
1342,48
1343,48
1344,48
1345,48
1346,48
1347,48
1348,48
1349,48
1350,48
1351,48
1352,48
1353,48
1354,48
1355,48
1356,48
1357,48
1358,48
1359,48
1360,48
1361,48
1362,48
1363,48
1364,48
1365,48
1366,48
1367,48
1368,48
1369,48
1370,49
1371,49
1372,49
1373,49
1374,49
1375,49
1376,49
1377,49
1378,49
1379,49
1380,49
1381,49
1382,49
1383,49
1384,49
1385,49
1386,49
1387,49
1388,49
1389,49
1390,49
1391,49
1392,49
1393,49
1394,49
1395,49
1396,49
1397,49
1398,49
1399,49
1400,50
1401,50
1402,50
1403,50
1404,50
1405,50
1406,50
1407,50
1408,50
1409,50
1410,50
1411,50
1412,50
1413,50
1414,50
1415,50
1416,50
1417,50
1418,50
1419,50
1420,50
1421,50
1422,50
1423,50
1424,50
1425,50
1426,50
1427,50
1428,51
1429,51
1430,51
1431,51
1432,51
1433,51
1434,51
1435,51
1436,51
1437,51
1438,51
1439,51
1440,51
1441,51
1442,51
1443,51
1444,51
1445,51
1446,51
1447,51
1448,51
1449,51
1450,51
1451,51
1452,51
1453,52
1454,52
1455,52
1456,52
1457,52
1458,52
1459,52
1460,52
1461,52
1462,52
1463,52
1464,52
1465,52
1466,52
1467,52
1468,52
1469,52
1470,52
1471,52
1472,52
1473,52
1474,52
1475,52
1476,52
1477,52
1478,52
1479,52
1480,52
1481,52
1482,52
1483,53
1484,53
1485,53
1486,53
1487,53
1488,53
1489,53
1490,53
1491,53
1492,53
1493,53
1494,53
1495,53
1496,53
1497,53
1498,53
1499,53
1500,53
1501,53
1502,53
1503,53
1504,53
1505,53
1506,53
1507,53
1508,53
1509,53
1510,53
1511,53
1512,53
1513,53
1514,54
1515,54
1516,54
1517,54
1518,54
1519,54
1520,54
1521,54
1522,54
1523,54
1524,54
1525,54
1526,54
1527,54
1528,54
1529,54
1530,54
1531,54
1532,54
1533,54
1534,54
1535,54
1536,54
1537,54
1538,54
1539,54
1540,54
1541,55
1542,55
1543,55
1544,55
1545,55
1546,55
1547,55
1548,55
1549,55
1550,55
1551,55
1552,55
1553,55
1554,55
1555,55
1556,55
1557,55
1558,55
1559,55
1560,55
1561,55
1562,55
1563,55
1564,55
1565,55
1566,55
1567,55
1568,55
1569,55
1570,55
1571,55
1572,56
1573,56
1574,56
1575,56
1576,56
1577,56
1578,56
1579,56
1580,56
1581,56
1582,56
1583,56
1584,56
1585,56
1586,56
1587,56
1588,56
1589,56
1590,56
1591,56
1592,56
1593,56
1594,56
1595,56
1596,56
1597,56
1598,56
1599,56
1600,56
1601,56
1602,56
1603,56
1604,57
1605,57
1606,57
1607,57
1608,57
1609,57
1610,57
1611,57
1612,57
1613,57
1614,57
1615,57
1616,57
1617,57
1618,57
1619,57
1620,57
1621,57
1622,57
1623,57
1624,57
1625,57
1626,57
1627,57
1628,57
1629,57
1630,57
1631,57
1632,57
1633,57
1634,58
1635,58
1636,58
1637,58
1638,58
1639,58
1640,58
1641,58
1642,58
1643,58
1644,58
1645,58
1646,58
1647,58
1648,58
1649,58
1650,58
1651,58
1652,58
1653,58
1654,58
1655,58
1656,58
1657,58
1658,58
1659,58
1660,58
1661,58
1662,58
1663,58
1664,59
1665,59
1666,59
1667,59
1668,59
1669,59
1670,59
1671,59
1672,59
1673,59
1674,59
1675,59
1676,59
1677,59
1678,59
1679,59
1680,59
1681,59
1682,59
1683,59
1684,59
1685,59
1686,59
1687,59
1688,59
1689,59
1690,59
1691,59
1692,59
1693,59
1694,60
1695,60
1696,60
1697,60
1698,60
1699,60
1700,60
1701,60
1702,60
1703,60
1704,60
1705,60
1706,60
1707,60
1708,60
1709,60
1710,60
1711,60
1712,60
1713,60
1714,60
1715,60
1716,60
1717,60
1718,60
1719,60
1720,60
1721,61
1722,61
1723,61
1724,61
1725,61
1726,61
1727,61
1728,61
1729,61
1730,61
1731,61
1732,61
1733,61
1734,61
1735,61
1736,61
1737,61
1738,61
1739,61
1740,61
1741,61
1742,61
1743,61
1744,61
1745,61
1746,61
1747,61
1748,61
1749,62
1750,62
1751,62
1752,62
1753,62
1754,62
1755,62
1756,62
1757,62
1758,62
1759,62
1760,62
1761,62
1762,62
1763,62
1764,62
1765,62
1766,62
1767,62
1768,62
1769,62
1770,62
1771,62
1772,62
1773,62
1774,62
1775,62
1776,62
1777,63
1778,63
1779,63
1780,63
1781,63
1782,63
1783,63
1784,63
1785,63
1786,63
1787,63
1788,63
1789,63
1790,63
1791,63
1792,63
1793,63
1794,63
1795,63
1796,63
1797,63
1798,63
1799,63
1800,63
1801,63
1802,63
1803,63
1804,63
1805,63
1806,63
1807,64
1808,64
1809,64
1810,64
1811,64
1812,64
1813,64
1814,64
1815,64
1816,64
1817,64
1818,64
1819,64
1820,64
1821,64
1822,64
1823,64
1824,64
1825,64
1826,64
1827,64
1828,64
1829,64
1830,64
1831,64
1832,64
1833,64
1834,65
1835,65
1836,65
1837,65
1838,65
1839,65
1840,65
1841,65
1842,65
1843,65
1844,65
1845,65
1846,65
1847,65
1848,65
1849,65
1850,65
1851,65
1852,65
1853,65
1854,65
1855,65
1856,65
1857,65
1858,65
1859,65
1860,65
1861,66
1862,66
1863,66
1864,66
1865,66
1866,66
1867,66
1868,66
1869,66
1870,66
1871,66
1872,66
1873,66
1874,66
1875,66
1876,66
1877,66
1878,66
1879,66
1880,66
1881,66
1882,66
1883,66
1884,66
1885,66
1886,66
1887,66
1888,66
1889,66
1890,66
1891,66
1892,67
1893,67
1894,67
1895,67
1896,67
1897,67
1898,67
1899,67
1900,67
1901,67
1902,67
1903,67
1904,67
1905,67
1906,67
1907,67
1908,67
1909,67
1910,67
1911,67
1912,67
1913,67
1914,67
1915,67
1916,67
1917,67
1918,67
1919,67
1920,68
1921,68
1922,68
1923,68
1924,68
1925,68
1926,68
1927,68
1928,68
1929,68
1930,68
1931,68
1932,68
1933,68
1934,68
1935,68
1936,68
1937,68
1938,68
1939,68
1940,68
1941,68
1942,68
1943,68
1944,68
1945,68
1946,69
1947,69
1948,69
1949,69
1950,69
1951,69
1952,69
1953,69
1954,69
1955,69
1956,69
1957,69
1958,69
1959,69
1960,69
1961,69
1962,69
1963,69
1964,69
1965,69
1966,69
1967,69
1968,69
1969,69
1970,69
1971,69
1972,69
1973,69
1974,69
1975,69
1976,69
1977,69
1978,70
1979,70
1980,70
1981,70
1982,70
1983,70
1984,70
1985,70
1986,70
1987,70
1988,70
1989,70
1990,70
1991,70
1992,70
1993,70
1994,70
1995,70
1996,70
1997,70
1998,70
1999,70
2000,70
2001,70
2002,70
2003,70
2004,70
2005,70
2006,71
2007,71
2008,71
2009,71
2010,71
2011,71
2012,71
2013,71
2014,71
2015,71
2016,71
2017,71
2018,71
2019,71
2020,71
2021,71
2022,71
2023,71
2024,71
2025,71
2026,71
2027,71
2028,71
2029,71
2030,71
2031,71
2032,71
2033,71
2034,71
2035,71
2036,71
2037,72
2038,72
2039,72
2040,72
2041,72
2042,72
2043,72
2044,72
2045,72
2046,72
2047,72
2048,72
2049,72
2050,72
2051,72
2052,72
2053,72
2054,72
2055,72
2056,72
2057,72
2058,72
2059,72
2060,72
2061,72
2062,72
2063,72
2064,72
2065,72
2066,72
2067,72
2068,73
2069,73
2070,73
2071,73
2072,73
2073,73
2074,73
2075,73
2076,73
2077,73
2078,73
2079,73
2080,73
2081,73
2082,73
2083,73
2084,73
2085,73
2086,73
2087,73
2088,73
2089,73
2090,73
2091,73
2092,73
2093,73
2094,73
2095,73
2096,74
2097,74
2098,74
2099,74
2100,74
2101,74
2102,74
2103,74
2104,74
2105,74
2106,74
2107,74
2108,74
2109,74
2110,74
2111,74
2112,74
2113,74
2114,74
2115,74
2116,74
2117,74
2118,74
2119,74
2120,74
2121,74
2122,74
2123,75
2124,75
2125,75
2126,75
2127,75
2128,75
2129,75
2130,75
2131,75
2132,75
2133,75
2134,75
2135,75
2136,75
2137,75
2138,75
2139,75
2140,75
2141,75
2142,75
2143,75
2144,75
2145,75
2146,75
2147,75
2148,75
2149,75
2150,76
2151,76
2152,76
2153,76
2154,76
2155,76
2156,76
2157,76
2158,76
2159,76
2160,76
2161,76
2162,76
2163,76
2164,76
2165,76
2166,76
2167,76
2168,76
2169,76
2170,76
2171,76
2172,76
2173,76
2174,76
2175,76
2176,76
2177,76
2178,76
2179,76
2180,76
2181,76
2182,77
2183,77
2184,77
2185,77
2186,77
2187,77
2188,77
2189,77
2190,77
2191,77
2192,77
2193,77
2194,77
2195,77
2196,77
2197,77
2198,77
2199,77
2200,77
2201,77
2202,77
2203,77
2204,77
2205,77
2206,77
2207,78
2208,78
2209,78
2210,78
2211,78
2212,78
2213,78
2214,78
2215,78
2216,78
2217,78
2218,78
2219,78
2220,78
2221,78
2222,78
2223,78
2224,78
2225,78
2226,78
2227,78
2228,78
2229,78
2230,78
2231,78
2232,78
2233,78
2234,78
2235,79
2236,79
2237,79
2238,79
2239,79
2240,79
2241,79
2242,79
2243,79
2244,79
2245,79
2246,79
2247,79
2248,79
2249,79
2250,79
2251,79
2252,79
2253,79
2254,79
2255,79
2256,79
2257,79
2258,79
2259,79
2260,80
2261,80
2262,80
2263,80
2264,80
2265,80
2266,80
2267,80
2268,80
2269,80
2270,80
2271,80
2272,80
2273,80
2274,80
2275,80
2276,80
2277,80
2278,80
2279,80
2280,80
2281,80
2282,80
2283,80
2284,80
2285,80
2286,80
2287,80
2288,80
2289,80
2290,81
2291,81
2292,81
2293,81
2294,81
2295,81
2296,81
2297,81
2298,81
2299,81
2300,81
2301,81
2302,81
2303,81
2304,81
2305,81
2306,81
2307,81
2308,81
2309,81
2310,81
2311,81
2312,81
2313,81
2314,81
2315,81
2316,81
2317,81
2318,81
2319,81
2320,81
2321,81
2322,82
2323,82
2324,82
2325,82
2326,82
2327,82
2328,82
2329,82
2330,82
2331,82
2332,82
2333,82
2334,82
2335,82
2336,82
2337,82
2338,82
2339,82
2340,82
2341,82
2342,82
2343,82
2344,82
2345,82
2346,82
2347,82
2348,83
2349,83
2350,83
2351,83
2352,83
2353,83
2354,83
2355,83
2356,83
2357,83
2358,83
2359,83
2360,83
2361,83
2362,83
2363,83
2364,83
2365,83
2366,83
2367,83
2368,83
2369,83
2370,83
2371,83
2372,83
2373,84
2374,84
2375,84
2376,84
2377,84
2378,84
2379,84
2380,84
2381,84
2382,84
2383,84
2384,84
2385,84
2386,84
2387,84
2388,84
2389,84
2390,84
2391,84
2392,84
2393,84
2394,84
2395,84
2396,84
2397,84
2398,85
2399,85
2400,85
2401,85
2402,85
2403,85
2404,85
2405,85
2406,85
2407,85
2408,85
2409,85
2410,85
2411,85
2412,85
2413,85
2414,85
2415,85
2416,85
2417,85
2418,85
2419,85
2420,85
2421,85
2422,85
2423,85
2424,86
2425,86
2426,86
2427,86
2428,86
2429,86
2430,86
2431,86
2432,86
2433,86
2434,86
2435,86
2436,86
2437,86
2438,86
2439,86
2440,86
2441,86
2442,86
2443,86
2444,86
2445,86
2446,86
2447,86
2448,86
2449,86
2450,87
2451,87
2452,87
2453,87
2454,87
2455,87
2456,87
2457,87
2458,87
2459,87
2460,87
2461,87
2462,87
2463,87
2464,87
2465,87
2466,87
2467,87
2468,87
2469,87
2470,87
2471,87
2472,87
2473,87
2474,87
2475,87
2476,87
2477,87
2478,87
2479,87
2480,87
2481,88
2482,88
2483,88
2484,88
2485,88
2486,88
2487,88
2488,88
2489,88
2490,88
2491,88
2492,88
2493,88
2494,88
2495,88
2496,88
2497,88
2498,88
2499,88
2500,88
2501,88
2502,88
2503,88
2504,88
2505,88
2506,89
2507,89
2508,89
2509,89
2510,89
2511,89
2512,89
2513,89
2514,89
2515,89
2516,89
2517,89
2518,89
2519,89
2520,89
2521,89
2522,89
2523,89
2524,89
2525,89
2526,89
2527,89
2528,89
2529,89
2530,89
2531,90
2532,90
2533,90
2534,90
2535,90
2536,90
2537,90
2538,90
2539,90
2540,90
2541,90
2542,90
2543,90
2544,90
2545,90
2546,90
2547,90
2548,90
2549,90
2550,90
2551,90
2552,90
2553,90
2554,90
2555,90
2556,90
2557,90
2558,90
2559,90
2560,90
2561,90
2562,91
2563,91
2564,91
2565,91
2566,91
2567,91
2568,91
2569,91
2570,91
2571,91
2572,91
2573,91
2574,91
2575,91
2576,91
2577,91
2578,91
2579,91
2580,91
2581,91
2582,91
2583,91
2584,91
2585,91
2586,91
2587,92
2588,92
2589,92
2590,92
2591,92
2592,92
2593,92
2594,92
2595,92
2596,92
2597,92
2598,92
2599,92
2600,92
2601,92
2602,92
2603,92
2604,92
2605,92
2606,92
2607,92
2608,92
2609,92
2610,92
2611,92
2612,92
2613,93
2614,93
2615,93
2616,93
2617,93
2618,93
2619,93
2620,93
2621,93
2622,93
2623,93
2624,93
2625,93
2626,93
2627,93
2628,93
2629,93
2630,93
2631,93
2632,93
2633,93
2634,93
2635,93
2636,93
2637,93
2638,94
2639,94
2640,94
2641,94
2642,94
2643,94
2644,94
2645,94
2646,94
2647,94
2648,94
2649,94
2650,94
2651,94
2652,94
2653,94
2654,94
2655,94
2656,94
2657,94
2658,94
2659,94
2660,94
2661,94
2662,94
2663,94
2664,94
2665,94
2666,94
2667,94
2668,94
2669,94
2670,95
2671,95
2672,95
2673,95
2674,95
2675,95
2676,95
2677,95
2678,95
2679,95
2680,95
2681,95
2682,95
2683,95
2684,95
2685,95
2686,95
2687,95
2688,95
2689,95
2690,95
2691,95
2692,95
2693,95
2694,95
2695,95
2696,95
2697,95
2698,95
2699,95
2700,95
2701,96
2702,96
2703,96
2704,96
2705,96
2706,96
2707,96
2708,96
2709,96
2710,96
2711,96
2712,96
2713,96
2714,96
2715,96
2716,96
2717,96
2718,96
2719,96
2720,96
2721,96
2722,96
2723,96
2724,96
2725,96
2726,96
2727,97
2728,97
2729,97
2730,97
2731,97
2732,97
2733,97
2734,97
2735,97
2736,97
2737,97
2738,97
2739,97
2740,97
2741,97
2742,97
2743,97
2744,97
2745,97
2746,97
2747,97
2748,97
2749,97
2750,97
2751,97
2752,98
2753,98
2754,98
2755,98
2756,98
2757,98
2758,98
2759,98
2760,98
2761,98
2762,98
2763,98
2764,98
2765,98
2766,98
2767,98
2768,98
2769,98
2770,98
2771,98
2772,98
2773,98
2774,98
2775,98
2776,98
2777,98
2778,98
2779,99
2780,99
2781,99
2782,99
2783,99
2784,99
2785,99
2786,99
2787,99
2788,99
2789,99
2790,99
2791,99
2792,99
2793,99
2794,99
2795,99
2796,99
2797,99
2798,99
2799,99
2800,99
2801,99
2802,99
2803,99
2804,99
2805,99
2806,99
2807,100
2808,100
2809,100
2810,100
2811,100
2812,100
2813,100
2814,100
2815,100
2816,100
2817,100
2818,100
2819,100
2820,100
2821,100
2822,100
2823,100
2824,100
2825,100
2826,100
2827,100
2828,100
2829,100
2830,100
2831,100
2832,100
2833,100
2834,101
2835,101
2836,101
2837,101
2838,101
2839,101
2840,101
2841,101
2842,101
2843,101
2844,101
2845,101
2846,101
2847,101
2848,101
2849,101
2850,101
2851,101
2852,101
2853,101
2854,101
2855,101
2856,101
2857,101
2858,101
2859,101
2860,102
2861,102
2862,102
2863,102
2864,102
2865,102
2866,102
2867,102
2868,102
2869,102
2870,102
2871,102
2872,102
2873,102
2874,102
2875,102
2876,102
2877,102
2878,102
2879,102
2880,102
2881,102
2882,102
2883,102
2884,102
2885,102
2886,102
2887,103
2888,103
2889,103
2890,103
2891,103
2892,103
2893,103
2894,103
2895,103
2896,103
2897,103
2898,103
2899,103
2900,103
2901,103
2902,103
2903,103
2904,103
2905,103
2906,103
2907,103
2908,103
2909,103
2910,103
2911,103
2912,103
2913,103
2914,103
2915,103
2916,103
2917,104
2918,104
2919,104
2920,104
2921,104
2922,104
2923,104
2924,104
2925,104
2926,104
2927,104
2928,104
2929,104
2930,104
2931,104
2932,104
2933,104
2934,104
2935,104
2936,104
2937,104
2938,104
2939,104
2940,104
2941,104
2942,104
2943,104
2944,104
2945,104
2946,104
2947,104
2948,104
2949,105
2950,105
2951,105
2952,105
2953,105
2954,105
2955,105
2956,105
2957,105
2958,105
2959,105
2960,105
2961,105
2962,105
2963,105
2964,105
2965,105
2966,105
2967,105
2968,105
2969,105
2970,105
2971,105
2972,105
2973,105
2974,105
2975,105
2976,105
2977,105
2978,105
2979,105
2980,106
2981,106
2982,106
2983,106
2984,106
2985,106
2986,106
2987,106
2988,106
2989,106
2990,106
2991,106
2992,106
2993,106
2994,106
2995,106
2996,106
